text,label
"Jeeeeezz ..!! 

Dude You Need To Get A Life

Ur Pic Is Sad

Ur A Saddo Man

Get A Life

Seriously !!",1
go on then delete me then you cunts this is communism,1
"what kind of a stupid name is bongwarrior anyway 

prick",1
"""I would like to extend a fat, robust FUCK YOU to the asshole who deleted my criticism of Schengen.  And you wonder why I continue to vandalize Wikipedia? Its because some fucking asshole from the Wiki community continually deletes whatever I post.  Yes I have used profanity, and yes I have often not followed protocols.  Yet when I have followed """"Wiki"""" protocols, even kindly worded comments are promptly deleted by the assholes of Dickipedia.  To all of you at Wikipedia, I extend a fat and boisterous FUCK YOUfor deleting my comments -)

""",1
"""
And you really do flatter yourself by calling yourself """"the other parent"""". I dislike being patronised even more than I dislike threats. Btw, wouldn't you reckon that running to an Admin to get me """"banned"""" was a bit 'running to Mommy-ish""""?   """,1
"Honestly, I don't mind 

An that fact that you view Jew as a personal attack implies that it's rude. Although, you are a Christian, so what more can I expect. Jew. If you ban me I'll just go back to ed, it's fine with me. But he's not an Australian, so fix it up and get your facts right. Wikifag, go get a life.",1
"""

 You fucking no-life car fetishist 

Since it's obvious you don't get any pussy from the amount of time you spend on Wikipedia, why don't you go stick your little member into the exhaust pipe of your rattle can Legacy or """"Regushee"""" since you can't romanize Japanese you fucktard. Nobody gives a shit that the 1984 Shitbox GT had its window controls moved to the window and half of the crap you add to the articles are either unsourced or just plain wrong.

Go do the world a favor and off yourself. Since you love cars so much, carbon monoxide will work.  """,1
"Yes, complain to your rabbi and then go shoot some more defenseless Arabs to take out your frustration.  21:25, 22 Dec 2004 (UTC)",1
I'm going to start killing these assholes. Chin chin.,1
Fuck it hard in its Black ring! OOOOOOOOOOOHHHHHHHHHH YYYYYYYYYEEEEEEEEEEAAAAAAAAAAHHHHHHHH!!!!!!!,1
I wouldn't hold your breath. The guy is a complete tosser,1
"Dahlia Tal does die 

Dahlia Tal does die. If you don't kill her in the elevator, she appears later as a sniper and then you have no choice but to kill her. Stop changing what I edit. It's getting annoying.",1
"The bot sucks.  No skills.  Shut it down.  Give it the Old  Yellla' treatment.  It may hurt, but it's for the greater good.",1
"Well fuck you too then asshole 

Be a dick.",1
WHAT A LOAD OF CRAP YOU WRITE.,1
"""
When you fagots decide to edit wikipedia is it a tough call between editing and tattooing the word """"loser"""" on your forehead? Tattoo might have been less embarrassing. Later asslickers. 109.123.123.36  """,1
Leave me alone shut up you low life loser and do not write to me  Ilovedirtbikes,1
HOPE YOUR HEAD GETS CUT OFF AND SOMEONE WIPS THERE ASS WITH IT AND THEN STABS YOU IN YOUR HEART,1
"Hello, you Indian cannibal and child molester. 

The vandal doesn't care about D&D; articles, he vandalizes because he doesn't like being libeled and harassed.",1
This article is simply nonsense through and through. Delete it before many people can see this crap! By the way the used English is absolutely terrible!!,1
"NOW Y CAN LEADER THE CHINA PIGS, TAIWAN NOT NEEDCHIAN PIGS.",1
"""

 Yeah 

You're right, he's a complete cock. Runs and tells his boyfriend whenever anyone questions the shitty job he does of """"creating"""" pages.""",1
"ARC Gritt, the fucking cunt of all cunts, ruined me by saying I vandalised 2009 Formula One season. What a cunt.",1
"YOU LITTLE SHIT 

WHAT IS IT WITH YOU PAKIS ALL STICKING TOGETHER??????",1
unblock|Material scientist isa dum dum and so is Pbass607 #yolo #swag #they are both gay with each other,1
"Use your brain, chief.",1
"Section Removal 

Next time you remove a section without first following procedures, I will have you permanently barred from Wikipedia.  I wrote the section and it is completely accurate an unbiased as reported.  You are a fool and a vandal and I will be closely monitoring your activities on anything I write.",1
"Fuck off and don't you DARE threaten me.  You have no control over me or my Internet access.  You people on Wikipedia have gone off the deep end, you filthy totalitarians.",1
"""lol you're a complete freak in my opinion (now boy genius, is that a """"personal attack""""?)
the first person to ban me for supposed vandalism was an idiot like you. the successive people (with one exception where it was legitimate) just did it because they blindly followed that idiot's lead. the highest level admin to look at my user talk agreed that I had a legitimate dispute and never should have been banned in the first place. so suck a big one. you know you like to. )

""",1
YOUR A FUCKING FAGGOT YOU INTERNET THUG GET OFF FEDERLINES NUTS,1
"VIRGIN ALERT VIRGIN ALERT 

get ur ass off being a vandal fighter u fucking no life virgin",1
"Here's a question
Why is this page so blindly pro wikipedia. OH RIGHT. Hypocritical self righteousness ftw",1
"You undid my changes to the A.G.S.B article 
i go to the school so i probably know more about it than you, you sad twat.
a)Adam Kreissl IS in charge of radio club, that sexy beast.
b)The 25 members of Young Enterprise DID all have nipples
How were those two changes unconstructive? You are a gimp.",1
YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK,1
"Are you a Jew 

Are you a jew? Don't pollute Obama's article with your snot.",1
"please stop your oppressive editing
Hi. I see that you're not as stupid as the other sysop, trying to block ip addresses and stuff. But all my warnings apply to you too. And if you're still wondering what this is about or who the fuck I am, you know what to do. Just do a whois on my ip117.201.39.75",1
"F . U . C . K . 
Y . O . U",1
"how big is the ass of salafis 

i wonder as u r fanatical salafi how big is ur ass ,, when u go to blow urself in a terrorist attack . please take ur hatred with u to the hell with ur gay friend ibn laden",1
"Bite me, you partisan hypocrite.",1
"Do it then you coward, block me what i can come back as someone else, what are you ignorant. its not about a painting now, its about a fat guy sitting in front of his PC with nothing to do shhh that could be you.",1
"Tony, being an admin is not a license to be an arse.  Grow up and leave the userboxes alone.",1
"Green |Red |Desu Desu Desu Desu Desu |Edit this page, and you are a cocksucker ~ Desu",1
"yeahbitch 

Stop defending neo-Nazis, you fu",1
"I didn't attempt to harass others, I actually did!, so fuck YO!

122.106.14.163",1
+ you so crazy mormon!,1
"==Go Fuck yourself.  Wikipedia is a scar on society.==

Faggot.",1
"I bet you suck a LOT of cock 

And you obviously like to work for free, so I bet you suck for free too.",1
"""

 Idiot 

I deleted the comment """"Last years runners up Chelsea F.C will be determined to win the trophy and get revenge on Manchester united F.C"""" which was left by a idiot.""",1
AM A BIG FUCKING RETARD,1
"What a deceptive little creature you are indeed. Assuming good faith - eh? You deliberately scrubbed that because it sheds a little light on where all these race hygiene theories originated from - from your dear little country, that's where. That doesn't fit well with you, does it? So you want to create the perception to your readers that I AM THE CRANK and CONSPIRACY THEORIST, when Wikipedia's own article on Henry Ford includes that stuff about the Protocols of Zion as well.84.28.82.149",1
"fu*k you fu*k 

what the fu*k you fuc*ing fuck that was my fuc*ing life that you fuc*ing tore apart your a fuc*ing fu*k you fuc*ing fu*k.

PS WHAT THE FU*K 

Fu*khead as*fu*king fuckfu*ker. FU*K",1
"What the fuck? 

Why isn't there a corruption section? China is cheating in the Olympics. They need to be taken care of! Right now! How come there isn't a section on those kids who are like 11 and participating in the Gymnastics section. Why isn't there a section on those Judges who marked their scores outside of the allowed margin. I believe China paid some judges!! 70.121.33.78",1
YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK,1
"""

Yeah, youse guys are getting fucking irritating going on about """"vandalism"""". Do you even have any idea what the word """"vandalism"""" actually means, fuckwit? So just go rim your dog or something.......................................................................................................................................................................................................................................................................................""",1
"remove your head from your butt 

NeilN needs to remove its head from its bottom and get off its high hotse.

 Joe",1
"""

 Hypocrisy 

I'm sick of this clique mentality. Rodhullandemu told me my proposed contribution to an article was worth """"fuck all"""". He also aggressively removed a legitimate talking point from the article's talk page as """"unsourced bollocks"""". My contribution which, apparently, was worth """"fuck all"""" and was """"piss poor"""" is currently featured in the article. It was cited (by me) and must have passed some scrutiny to remain in the article. Right?

Doubtless these inconvenient facts will do little to change your mind regarding my block. But at least show a little consistency with regards to personal attacks and use of profanities. The truth is, Rodhullandemu began all this anomosity between him and I and it all goes back to this. I'm sure this constitutes a personal attack, especially as I've since been vindicated regarding our feud (ie; I was 100% correct; he was not). So at least issue him with a warning regarding his aggressive conduct. That would be the civil thing to do.   """,1
300 f*ing years of mixing is MORE than enough to disqualify someone as part of a certain ethnic group.,1
YOU DIRTY FUCKIGN NIGGER. STOP DELETEING MY WORK!!!,1
"Hey dickhead Summerphd 

Why are you such a disruptive, vindictive asshole?

Why did you, for exmaple, revert the last edit on the gun used in suicide of Kurt Cobaine? It's a factoid relevant to the encyclopedia article on the gun. Fuck off",1
Fartsalot56 says f**k you motherclucker!!,1
"What a shock 

A wikipedia admin who happens to be a petty little nazi asshole.
How is that IP banning working out for you?",1
"I have to log in moron to reply, this is my normal ip jerk and you made countless more mistakes, not honest!",1
I honestly believe you are a sock puppet! (thats how wiki admins judge people you know based on a single impression!),1
"does morons like you got a place here? If no, be pleased to leave this grateful place.",1
Yes they were Hitler Stated that Slavs were lesser races and should be salves or killed,1
"Clues? 

Hey Gabe! I have left over dozen clues for you on WP in the last two weeks and you are still as clueless as evan... oops ever. Your whining is going to get you in trouble though. Time to suck it up and stop looking under your bed before sleep. Your relationship with your spouse may improve if you would just listen to him/her and get away from your total control of other people. It isn't helping that huge inferiority complex. The blokes that kicked you around years ago don't count anymore. Take it or leave it. I am bigger than you. Again suck it up and on your bike. 216.191.214.90",1
"Nay, you ARE homophobic and indeed very much so. I have been seeing your ilk for the 40 years of my life: those who pretend to be objective only to push a one-sided oppressive, offensive POV. 

 Moreover, judging by the way you edit to make them appear in the best of lights, you seem to be in the employ of the horrible individual about whom that article is.

 Eventually, if you cannot read English, then your competence in language is obviously quite limited, which is not something I should be concerned about, so kindly abstain from including such off-side nonsense into the discussion.",1
how is pointing out that you are ignorant a personal attack?  I didn't make this up.  It isn't your fault it is your mammy's.,1
"My thoughts 

Kinghy was right... you're a civility nazi. I hope you will change (or have changed) your ways.",1
"Fuck off
Will you please stop sending me messages?  Let me be for fucks sake.  Do you honestly have fuck all better to do with your fucking time?  I'm not available for adoption, and even if I was I wouldn't fucking adopt you you piece of shit.  Your grammar is fucking awful and your spelling is even fucking worse.  Just fuck off.  If you send me another fucking message I will fucking create account after fucking account so I can vandalise this piece of fucking shit page you have.  Fuck off.",1
"ok, if you consider yourself the master of logic that you tell everyone you are on your profile, feel free to read this in its entirety and write back. i would be soooo happy to have some ongoing discussion.

i am an op1 (rank 99.9) dental student from australia, in uni at the age of 16, and despite that i can still manage to not be anywhere near as much of a tightass as you show yourself to be.

Seriously, do you think you are better than the people that give you shit about your attitude to wikipedia? It is so pathetic that you have to grab at power in this nonexistent world just because you have no influence on anything meaningful in the outside world.

I think the inferences I make about your real world life are more than fair. Do you actually have a life? No, a level 70 shadow preist on wow does not count, nor does having a password for private irc channels and torrent referrers. Like, where is your girlfriend? Perhaps, if you continue to piss off everyone you come into contact with (i make reference to the discussion of the neutrality of the anglican church grammar school page), someone may just take the time out to slap you the fuck awake and make you step back and see how pathetic what you are doing really is.

You make me sick....fuckkkkk you are a vegetarian, i hadn't noticed your username for what it was until now, and you continue to reinforce every idea i ever formed about who you may be.

seeing as it is now 1:20am AEST and i have shit to do 2morro i really cant be bothered reading any of what i have just written, because you are clearly so deeply entrenched in your own pathetic way of being and have trained your mind to ignore everything anyone else says to you that you do not like by getting 'you're a gay pedo' (and similar) emails.

if i had smoked myself stupid and that was the deepest level i could insult you on, i would send fuck you emails to you all day long. i can take time out of my day, as much as i have better things to do, to give you shit because you are a pathetic, insecure, power hungry piece of shit, weilding you wikipedia administrator status like a trident against everyone that hates you, when really you more than likely were dropped as a child/feel unloved/were bullied in school/have a small dick and feel you have to be a complete social recluse and hide behind a screen.

i hope you do write back. please do. oh my, please write back. i would love to listen to your self-reichous shit, thinking you can make 'quirky' little quips and rhetorts to distance yourself from what people say about you, and feel you have re-established yourself as superior.

im guessing you are probably online doing pointless shit right now, and so i am keen to receive my reply soon.

regards,
steezemuffin
a combination of style and ease, spelt with an extra 'e' for extra steeze. oh, and its in a muffin. isn't that just fucking dandy?",1
"Fuck you Jasper you know he's a cunt and if you don't then you're one.

WHAT RIGHT do YOU, motherfucker, have to edit MY talk page?

Seriously, stop editing my talk page. Edit your own fucking talk page Edit my talk page again and, I primise, I will fuck your mother's withered ancient cunt.",1
"""

ACTUALLY! It IS incredibly wrong. 
FUCKING ANIMALS IS NOT A """"SEXUALITY""""!
IT SHOULDN'T BE """"TOLERATED""""!
It's sick!
If I said I wanted to fuck trees, would that be normal and OK? 
I would march in the treesexual parade?
And while we're at it, what if I want to have hot sex with inanimate objects?
It's insane.

And ANIMAL FUCKERS ARE MESSED UP IN THE HEAD, NOT """"OF A DIFFERENT, YET NORMAL SEXUALITY""""! WTF INDEED!""",1
"Msg for Vandalisim? 

Why am I getting this message on my wall? Fuck off.",1
"""

 Okay what is wrong with you people? 

It turns out, that even after showing TWO admins the info he needed he STILL got banned from an admin named Glen. He told me through MSN...Now I knew that wikipedian's admins were not the BEST on the internet, but after hearing this you guys have to be the most sick, vile people i've ever heard in my life. You all she be ashamed of yourselves, and put the anti-gay remarks back in the article, now that you have the info you need, since some jackass blocked him EVEN after he had the info he needed. Again the text was the following:On the December 8 edition of Fox News' The O'Reilly Factor, host Bill O'Reilly offered a Factor jacket to radio """"shock jock"""" Howard Stern. After Stern said, """"I won't wear it, but I will give it to a crack whore"""" and handed it back, O'Reilly told him: """"I'm not having this on some lesbian somewhere. It's not going to happen.""""

and the source was - http://mediamatters.org/items/200512090016""",1
"Arrogant

Stating your full name and all of this crap is a little pretentious, you think?",1
"Don't hide the incriminating photographs you Nazi Americans!!!!!! 

If the photos are graphic its because the horrible deeds committed by the deranges,sadistic perverted soldiers are also equally disturing.I think the Yanks should stop trying to cover up these issues.",1
That would be none of your business. Your disgusting emotional censorship is absolutely beyond the pale. There is a reference in Anchorman to san diego meaning whales vagina. Put it in the article and stop vandalising it by removing the reference you jumped up dolt.,1
"God, will someone please ban this idiot's subnet and get it over with. -.-",1
"""

Thak you for the link to that article.  You just showed everybody how stupid you are, because that article, right at the beginning says this:  """"Telling someone """"Don't be a dick"""" is something of a dick-move in itself""""   ha ha you are a stupid dick!  )   """,1
DiD you blocked me ? I warned not to do it . You are on my list,1
"""

Cool, you proposed the deletion of """"Sant"""" """"guru"""" """"Maharaj"""" """"Holier than Thou"""" """"all purpose"""" """"Guru"""" """"Rajinder"""" """"Singh""""....it's about freaking time.  Now if you could only kick Gurdass off of the sant ajaib singh entry, as he's hijacked it for his budinski Sirio Carrapa, another all purpose numbchucks, we'd be all the happier...""",1
"@KWWWWWWW if u don't believed I called them, it's too bad for you:P haha
secondly, if a fact makes someone upset, and if that's the reason you don't want to change the article to a fact, then how big of a loser are you for a moderator haha:P
and lastly, I know him, if you don't wanna change it, don't:P People will find out in the future. I'm sure he will reveal it.
and about dropping, drop your droppings in the toilet pot, and then drop your head in it, after that drop your tongue, then roll it and lift it back up again. have a taste of ur shit u hairy ass pedophile haha!!
@KWW and father F*cker, u still didnt give no source haha:P what a sore f*cking loser haha:P

What an old loser, so afraid that he deletes my post haha",1
Fuck off you nazi loving cunt,1
"YOU RACIST PERSON! I BET U  WANT ME TO DIE ON THE STREETS BECAUSE I CANT REAESARCH THE WAR THANK YTO YOU. I NEED THIS TO GO TO HARVARD AND CA,BRIDGE BUT I CANT THNAKS TO U...",1
"Which one 

New Orleans, as you know is a crackhead infested s hit hole  full of losers a",1
"man its all about captain morgans spiced rum. 

shut the fuck up barry i hate you.-",1
"""

YOU'VE BEEN HIT BY THE

|^^^^^^^^^^^^|
|BEAUTIFUL truck | '|"""""""""""";.., ___.
|_..._...______===|= _|__|..., ] |
""""(@ )'(@ )""""""""""""""""*|(@ )(@ )*****(@

ONCE YOU'VE BEEN HIT, YOU HAVE TO HIT 8 Beautiful People IF YOU GET HIT AGAIN YOU'LL KNOW YOU'RE REALLY BEAUTIFUL! IF YOU BRAKE THE CHAIN, YOU'LL BE CURSED WITH UGLYNESS FOR 10 YEARS SO PASS IT HIT WHO EVER YOU THINK IS BEAUTIFUL!""",1
"haha, you suck  
You suck John Reaves, way to stand up for your boyfriend  you loser. By the way, I think HangingCurve told you but in case you didn't know, that was ! If you can still remember, you actually UNblocked Safwwefe in May 2007 per good article and on immediately reblockable condition. That was probably the worst unblock ever on Wikipedia! A few days later Safwwefe abused socks and was blocked again and that's not over! Over the years (2007-09) Safweefe returned to continue the same pattern sometimes making some good edits but abusing again. A notable sock was Brave warrior. And then comes the community ban by Blueboy96/HangingCurve for inappropriate edits to Barack Obama article. Then, Safwwefe returned in 2013 to troll former editors he's been in dispute with, mostly Blueboy96/HangingCurve, but maybe Safwwefe should troll you instead now! Can't believe you actually unblocked Safwwefe, look at how that turned out you fucken idiot admin   }}",1
"It's your loss, fuck-knuckle. I give you the 'justification' you seek, you remove your arm to spite yourself. It hurts me, but it's the only way to hurt you, oh incorporeal, holy floating hand of spittle, drooling onto the world your horrible cum-tainted viscous scum of greed and self-righteousness ignorance, you destroy all that is good with your touch, and it violates us all, you included. SPITE.",1
"Let me help you out here 

I'm a sock puppet too! 70.3.5.246",1
Rape|raped]] in the butt,1
"""Drop Dead.  You're a cancer on Wikipedia, and I assume you're a cancer on the rest of the world as well.  Your baby will do better without you.  —Preceding unsigned comment added by  (talk • contribs)  

""",1
go fuck yourself you big cunt,1
"Double Standard 
So, when someone accuses me of vandalism for posting information they don't like, that's ok.  When I point out that it's censorship like found in 1940's Nazi Germany, you accuse ME of making a personal attack?  The problem with BOTH of you is that you put politics ahead of truth, and you are PRECISELY the reason why Wikipedia has ZERO credibility on any topic that has an impact on politics  because of you and all of the others in the Politically Correct mafia who go around with a campaign of intimidating anyone who doesn't toe the party line.  It's a crock of shit, and you know it.",1
